id	image_path	input	output
3054_enriched.hrc	image_generator/data/images/3054_full_3_close-up_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [195, 583, 713, 861]}]}]
3054_enriched.hrc	image_generator/data/images/3054_full_3_close-up_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [99, 643, 678, 940]}]}]
3054_enriched.hrc	image_generator/data/images/3054_full_3_close-up_shot_2_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [373, 622, 741, 742]}]}]
3054_enriched.hrc	image_generator/data/images/3054_full_3_close-up_shot_4_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [434, 638, 821, 855]}]}]
3054_enriched.hrc	image_generator/data/images/3054_full_3_close-up_shot_1_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [315, 517, 702, 657]}]}]
3054_enriched.hrc	image_generator/data/images/3054_full_3_close-up_shot_0_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [253, 507, 822, 817]}]}]
3054_enriched.hrc	image_generator/data/images/3054_full_3_high-angle_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [474, 563, 567, 631]}]}]
3054_enriched.hrc	image_generator/data/images/3054_full_3_high-angle_shot_2_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [438, 624, 591, 741]}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_0_wide_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': '<MISSING>'}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_1_wide_shot_1_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [656, 800, 793, 868]}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_1_wide_shot_0_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [522, 862, 697, 956]}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_3_close-up_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [399, 854, 606, 924]}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_3_close-up_shot_2_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [319, 811, 475, 859]}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_3_close-up_shot_4_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [358, 786, 663, 911]}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_3_close-up_shot_0_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [410, 818, 643, 910]}]}]
3054_enriched.hrc	image_generator/data/images/3054_empty_3_high-angle_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [413, 829, 573, 930]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_close-up_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [458, 476, 563, 516]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_close-up_shot_2_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [458, 646, 595, 741]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_close-up_shot_4_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [542, 551, 659, 586]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_close-up_shot_1_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [48, 493, 143, 547]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_close-up_shot_0_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [391, 501, 618, 615]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_high-angle_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [465, 478, 560, 540]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_high-angle_shot_2_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [446, 469, 585, 563]}]}]
3054_enriched.hrc	image_generator/data/images/3054_partial_2_high-angle_shot_4_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [450, 460, 574, 563]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_close-up_shot_2_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [566, 630, 839, 836]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_close-up_shot_4_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [480, 634, 807, 898]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_close-up_shot_1_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [567, 528, 843, 937]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_close-up_shot_0_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [539, 710, 880, 915]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_long_shot_3_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [451, 564, 584, 646]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_long_shot_2_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [409, 653, 631, 763]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_long_shot_0_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [441, 598, 583, 693]}]}]
3039_enriched.hrc	image_generator/data/images/3039_full_3_low-angle_shot_3_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': [545, 652, 822, 870]}]}]
3039_enriched.hrc	image_generator/data/images/3039_empty_0_close-up_shot_3_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': '<MISSING>'}]}]
3039_enriched.hrc	image_generator/data/images/3039_empty_0_close-up_shot_2_original.png	bring me the potato and the kettle	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'potato', 'bbox_2d': '<MISSING>'}]}]
