id	image_path	input	output
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054/full/3/close-up_shot/3/3054_full_3_close-up_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [195, 583, 713, 861]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054_20250423/full/3/close-up_shot/3/3054_full_3_close-up_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [99, 643, 678, 940]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054/full/3/close-up_shot/2/3054_full_3_close-up_shot_2_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [373, 622, 741, 742]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054/full/3/close-up_shot/4/3054_full_3_close-up_shot_4_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [434, 638, 821, 855]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054/full/3/close-up_shot/1/3054_full_3_close-up_shot_1_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [315, 517, 702, 657]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054/full/3/close-up_shot/0/3054_full_3_close-up_shot_0_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [253, 507, 822, 817]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054/empty/0/wide_shot/3/3054_empty_0_wide_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': '<MISSING>'}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054_20250423/empty/1/wide_shot/1/3054_empty_1_wide_shot_1_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [656, 800, 793, 868]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054_20250423/empty/1/wide_shot/0/3054_empty_1_wide_shot_0_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [522, 862, 697, 956]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054_20250423/empty/3/close-up_shot/3/3054_empty_3_close-up_shot_3_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [399, 854, 606, 924]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054_20250423/empty/3/close-up_shot/2/3054_empty_3_close-up_shot_2_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [319, 811, 475, 859]}]}]
3054_enriched.hrc	/data/chromei/domestic_image_generator/data/output_label_folder/3054_20250423/empty/3/close-up_shot/4/3054_empty_3_close-up_shot_4_original.png	could you go to the bedroom and take the creditcard on the bed please	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'creditcard', 'bbox_2d': [358, 786, 663, 911]}]}]
